公告日期,公告名稱,編號,縣市,工廠名稱或違章建築,地址,地號,使用分區,使用地,縣市政府查處情形,裝設AMI監控情形,違規建物樣態
2022-03-10,(110年)地方政府優先查處之疑似新增未登記工廠情形,26,嘉義市,○○豆漿店,嘉義市東區頂寮里立仁路,"下路頭段 164-16地號",,,配合停工,,
2022-03-10,(110年)地方政府優先查處之疑似新增未登記工廠情形,36,嘉義市,○○商行,西區北新里世賢路一段580巷,北園段243地號,,,已停工,,
2022-03-10,(110年)地方政府優先查處之疑似新增未登記工廠情形,44,嘉義市,○○廣告社,嘉義市西區北社尾路226巷,"北湖段118-3 地號",,,已停工,,
2022-03-10,(110年)地方政府優先查處之疑似新增未登記工廠情形,70,嘉義市,○○興實業有限公司,,西區頭港段55地號,,,已停工,,
2022-03-10,(110年)地方政府優先查處之疑似新增未登記工廠情形,71,嘉義市,○○企業商行,,西區北湖段118-1地號,,,已停工,,
2022-04-06,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.3.20）,54,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2022-04-06,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.3.20）,55,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2022-05-04,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.4.24）,57,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2022-05-04,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.4.24）,58,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2022-06-06,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.5.22）,60,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2022-06-06,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.5.22）,61,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2022-07-05,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.6.27）,62,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2022-07-05,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.6.27）,63,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2022-08-03,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.7.24）,64,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2022-08-03,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.7.24）,65,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2022-09-01,經濟部專案檢送109年及110年違反都市計畫土地使用管制裁罰情形（截至111.8.22）,65,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2022-09-01,經濟部專案檢送109年及110年違反都市計畫土地使用管制裁罰情形（截至111.8.22）,66,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2022-10-04,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.9.25）,67,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2022-10-04,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.9.25）,68,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2022-12-02,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.11.27）,71,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2022-12-02,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.11.27）,72,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2023-01-05,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.12.26）,72,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2023-01-05,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.12.26）,73,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2023-02-07,經濟部專案檢送109至111年違反都市計畫土地使用管制查處情形表（截至112年1月30日）,87,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2023-02-07,經濟部專案檢送109至111年違反都市計畫土地使用管制查處情形表（截至112年1月30日）,88,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2023-03-13,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112年2月28日）,97,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2023-03-13,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112年2月28日）,98,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2023-04-13,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.3.26）,97,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2023-04-13,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.3.26）,98,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2023-06-20,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.5.28）,98,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2023-06-20,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.5.28）,99,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2023-07-17,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.6.30）,127,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2023-07-17,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.6.30）,128,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2023-08-14,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.7.31）,84,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2023-08-14,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.7.31）,85,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2023-09-11,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112年8月28日）,86,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2023-09-11,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112年8月28日）,87,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2023-10-20,經濟部專案檢送109年至111年違反都市計畫土地使用管制裁罰查處情形表（截至112.9.28）,86,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2023-10-20,經濟部專案檢送109年至111年違反都市計畫土地使用管制裁罰查處情形表（截至112.9.28）,87,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2023-11-16,"經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表
（截至112.10.31）",88,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2023-11-16,"經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表
（截至112.10.31）",89,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2023-12-22,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.11.30）,90,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2023-12-22,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.11.30）,91,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
2024-01-26,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.12.31）,90,嘉義市,,,頂庄段302地號,農業區,,裁處罰鍰,,
2024-01-26,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.12.31）,91,嘉義市,,,下路頭段164-14地號,住宅區,,裁處罰鍰,,
