公告日期,公告名稱,編號,縣市,工廠名稱或違章建築,地址,地號,使用分區,使用地,縣市政府查處情形,裝設AMI監控情形,違規建物樣態
2020-12-01,查處名單,1,新北市,○○木器行,新北市樹林區民和街,樹林區石灰坑段石灰坑小段,,,配合停工,,
2020-12-01,查處名單,2,新北市,○○石材有限公司,新北市新莊區三和路,新莊區海山頭段石龜小段,,,查處後勒令停工,,
2020-12-01,查處名單,3,新北市,○○股份有限公司,新北市泰山區台麗街,新莊區泰山段三小段,,,配合停工,,
2020-12-01,查處名單,4,新北市,○○紙器股份有限公司,新北市林口區頂福里,林口區小南灣段頂福小段,,,執行停止供電,,
2020-12-01,查處名單,5,新北市,○○實業有限公司,新北市五股區壟鈎路,,,,拆除,,
2020-12-01,查處名單,6,新北市,○○鋼鐵股份有限公司,新北市汐止區汐平路,汐止區保安段,,,已歇業,,
2020-12-01,查處名單,7,新北市,○○企業有限公司,新北市八里區忠四街,八里區大崁段,,,配合停工,,
2020-12-01,查處名單,8,新北市,○○企業社,新北市新莊區中正路,新莊區海山頭段三角子小段,,,查處後勒令停工,,
2020-12-01,查處名單,9,新北市,○○明鋼鐵有限公司,新北市土城區延壽路,土城區安和段,,,執行停止供電,,
2020-12-01,查處名單,10,新北市,○○鐵工廠股份有限公司,新北市泰山區中港南路,泰山區泰山段一小段,,,執行停止供電,,
2020-12-01,查處名單,11,新北市,○○企業社,新北市五股區成泰路,五股區陸光段,,,已歇業,,
2020-12-01,查處名單,12,新北市,○○機械工業有限公司,新北市五股區民義路,五股區五股坑段五股坑小段,,,拆除,,
2020-12-01,查處名單,13,新北市,○○益有限公司,新北市蘆洲區復興路,蘆洲區民權段,,,執行停止供電,,
2020-12-01,查處名單,14,新北市,○○實業有限公司,新北市五股區民義路,五股區五股坑段壟鈎坑小段,,,執行停止供電,,
2020-12-01,查處名單,15,新北市,○○企業有限公司,新北市五股區民義路,五股區五股坑段壟鈎坑小段,,,執行停止供電,,
2020-12-01,查處名單,16,新北市,○○企業社,新北市五股區民義路,五股區五股坑段五股坑小段,,,復查已停工,,
2020-12-01,查處名單,17,新北市,○○菜頭糕食品企業社,新北市八里區忠八街,,,,執行停止供電供水,,
2020-12-01,查處名單,18,新北市,○○鋼品有限公司,新北市土城區忠義路,,,,執行停止供電,,
2020-12-01,查處名單,19,新北市,○○實業有限公司,新北市泰山區中港南路,新北市泰山一小段,,,執行停止供電,,
2020-12-01,查處名單,81,新北市,○○有限公司,新北市土城區永和街,,,,執行停止供電,,
